O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
4865283,72782,O,320715.72,1997-11-03,5-LOW,Clerk#000000409,0,", special accounts are furiously; furiously ironic platelets dazzle aft"
3132641,125978,O,250667.16,1997-10-19,2-HIGH,Clerk#000000523,0,"r courts wake never blithely regular realms. regular, regu"
3148738,146668,O,224814.56,1997-11-23,5-LOW,Clerk#000000417,0,ges about the carefully ironic packages are against the furiously
3588544,24367,O,239666.32,1997-11-11,4-NOT SPECIFIED,Clerk#000000976,0,rate carefully. express packages wake slyly foxes. blithely
5461638,124936,O,194197.20,1997-10-05,1-URGENT,Clerk#000000371,0,ackages wake blithely regular de
54433,141319,O,122129.98,1997-09-24,2-HIGH,Clerk#000000957,0,tions sleep. ironic accounts haggle furious
5895623,29725,O,375500.38,1997-09-07,1-URGENT,Clerk#000000727,0,cross the carefully unusual accounts haggle furiously across th
4118691,124961,O,274741.26,1997-11-06,5-LOW,Clerk#000000022,0, quickly regular ideas. final requ
190337,8374,O,110678.52,1997-11-04,4-NOT SPECIFIED,Clerk#000000325,0,ully ironic epitaphs. enticingly regular pinto beans among the fluff
4027524,137443,O,235941.66,1997-10-08,2-HIGH,Clerk#000000551,0,"st the permanent, unusual grouches: furiously bold ideas alongside "
2082627,54067,O,222807.10,1997-10-18,2-HIGH,Clerk#000000498,0, quickly express excuses. even packages a
3012995,124637,O,170932.66,1997-08-28,4-NOT SPECIFIED,Clerk#000000314,0,ges among the slyly pending requests cajole flu
5162151,69775,O,300164.05,1997-11-03,4-NOT SPECIFIED,Clerk#000000243,0,ns above the furiously bold requests wake above
1727521,118204,O,287381.08,1997-10-11,2-HIGH,Clerk#000000321,0,"idle, ironic packages. pending packages was fluffily. slyly regular ideas ca"
1099687,72226,O,342776.86,1997-12-17,5-LOW,Clerk#000000674,0,lly bold packages. unusual accounts sleep furiously against th
122369,146014,O,118063.31,1997-12-08,4-NOT SPECIFIED,Clerk#000000286,0,"pecial ideas. special, ironic requests sleep bl"
3873377,80974,O,195984.50,1997-08-14,1-URGENT,Clerk#000000111,0,after the final deposits affix pending ideas. blithely specia
5536420,142603,O,233322.73,1997-11-01,3-MEDIUM,Clerk#000000994,0, furiously even platelets sleep along the 
2396032,49177,O,240896.79,1997-12-10,2-HIGH,Clerk#000000861,0,"eposits after the pending, regula"
5680706,90490,O,352699.09,1997-12-17,4-NOT SPECIFIED,Clerk#000000979,0,le across the carefully even dep
5597570,95342,O,214625.39,1997-11-11,3-MEDIUM,Clerk#000000121,0,hlessly final asymptotes above the blithely ironic f
1458817,31064,O,265293.79,1997-11-05,1-URGENT,Clerk#000000592,0,"cajole quickly. slyly idle dependencies until the regular, regular t"
5770369,46594,O,284501.47,1997-09-27,2-HIGH,Clerk#000000426,0,ke. ironic deposits sleep slyly furiously ironic theodolites. furiously regul
1094117,51214,O,266207.85,1997-09-15,3-MEDIUM,Clerk#000000898,0,nal excuses. always regular requests among the slyly silent pinto be
61376,128984,O,184903.71,1997-11-03,3-MEDIUM,Clerk#000000063,0,"ng pinto beans impress final, unusual tithes! regular,"
1839111,52847,O,164076.84,1997-10-31,2-HIGH,Clerk#000000956,0, according to the quickly fluffy pinto beans. blithely furious depos
5308034,76855,O,276133.61,1997-09-09,2-HIGH,Clerk#000000492,0,l requests haggle: ironic requests run quickly after the 
785346,100135,O,311507.05,1997-09-09,5-LOW,Clerk#000000642,0,nts. regular requests nag after the carefully bold pack
207687,121141,O,139203.14,1997-10-01,5-LOW,Clerk#000000135,0,ironic excuses wake permanently care
2120066,63127,O,306077.00,1997-09-22,4-NOT SPECIFIED,Clerk#000000897,0,es haggle furiously ironic deposits. fluffily regular accoun
3959047,40796,O,291268.70,1997-09-01,1-URGENT,Clerk#000000040,0,ecial requests nag even orbits. ironic ideas wake blithely against the blith
584160,27806,O,154220.57,1997-10-22,1-URGENT,Clerk#000000872,0,"the regular, express packages. b"
299719,16855,O,67121.78,1997-11-04,1-URGENT,Clerk#000000872,0," special, bold foxes. "
5636291,2876,O,286593.35,1997-12-11,2-HIGH,Clerk#000000045,0,tes detect fluffily boldly express requests. final packages above the quick
1265218,115327,O,133608.76,1997-10-03,2-HIGH,Clerk#000000976,0,os are requests. unusual packages about the blithely careful depos
1430723,33784,O,234453.69,1997-09-15,3-MEDIUM,Clerk#000000159,0,egular decoys among the p
3420743,109606,O,203175.57,1997-08-24,5-LOW,Clerk#000000848,0,onic packages are slyly 
1572611,85409,O,155764.83,1997-09-25,4-NOT SPECIFIED,Clerk#000000687,0,ing dependencies. slyly pending accounts are along the bli
3065794,64999,O,201516.90,1997-08-13,1-URGENT,Clerk#000000926,0,nto beans. carefully express dinos sleep quickly. car
1600417,106225,O,227949.43,1997-11-13,1-URGENT,Clerk#000000166,0,usual multipliers. final platelets are furiously after the acco
3996643,33431,O,230360.24,1997-09-17,1-URGENT,Clerk#000000754,0," the packages sleep ideas-- regular, pending foxes are blithely. pending, re"
1991393,63076,O,137661.80,1997-10-26,3-MEDIUM,Clerk#000000207,0,"riously ironic, regular packages. final"
5703940,134674,O,326588.24,1997-12-12,5-LOW,Clerk#000000151,0,erns use slyly. quickly final pinto beans toward 
2215073,86491,O,172099.46,1997-11-25,1-URGENT,Clerk#000000206,0,ounts. express accounts wake fluffily. blithely regular accounts ha
2010532,127373,O,83137.15,1997-08-27,5-LOW,Clerk#000000803,0,ess platelets about the slyly ironic re
4183652,110545,O,41334.48,1997-10-18,2-HIGH,Clerk#000000536,0,o the fluffily ironic courts. blithely pending frays doze; 
2009159,46853,O,326675.25,1997-11-02,3-MEDIUM,Clerk#000000406,0,"ffix quickly. express, express theo"
5057447,52819,O,195570.08,1997-11-14,5-LOW,Clerk#000000686,0,within the slyly final re
5601475,63217,O,284429.33,1997-10-22,1-URGENT,Clerk#000000200,0,"furiously express packages wake furiously ironic, final sauternes. blith"
3589089,98078,O,154638.02,1997-11-07,1-URGENT,Clerk#000000135,0,ges about the slyly final ideas cajole against the slyly unusual account
3139012,146896,O,143074.18,1997-11-13,5-LOW,Clerk#000000884,0,ic accounts are. slyly final pinto beans across the 
2717472,38030,O,326659.82,1997-10-06,3-MEDIUM,Clerk#000000487,0,"ckly? pending instructions nag. regular, regular dep"
3825635,121877,O,287777.28,1997-10-22,2-HIGH,Clerk#000000454,0," slyly about the silent, special ideas. slyly regular requests haggle acros"
549094,142453,O,322444.74,1997-12-01,5-LOW,Clerk#000000138,0,ickly even deposits. final theodoli
2801895,93307,O,233358.33,1997-09-23,4-NOT SPECIFIED,Clerk#000000261,0,"ecial theodolites. thinly final foxes haggle special foxes. even, final depos"
2635713,89440,O,205548.40,1997-10-16,3-MEDIUM,Clerk#000000529,0,ly even ideas sleep. final requests about the blithely pending requests boost 
4936803,109082,O,208848.39,1997-09-03,1-URGENT,Clerk#000000306,0,ly. unusual foxes was furiously after the quickly express excuses. sly
4535077,2576,O,257029.09,1997-10-07,1-URGENT,Clerk#000000867,0, accounts. evenly special accounts are. slyly express dinos haggle! packag
4689190,89705,O,266209.27,1997-10-01,5-LOW,Clerk#000000839,0,furiously quickly regular acco
1995430,111670,O,46535.45,1997-09-22,3-MEDIUM,Clerk#000000496,0,ilent accounts. quickly regular requests
1924899,149758,O,130745.73,1997-10-12,5-LOW,Clerk#000000622,0,"bove the carefully final dugouts. final, bold r"
3602115,74110,O,38756.16,1997-09-24,5-LOW,Clerk#000000194,0,"arefully even, ironic theodolites? unusual ideas wake c"
1673763,54376,O,315491.32,1997-10-06,2-HIGH,Clerk#000000013,0,ccounts boost about the slyly close ideas. furiously regular dep
4993345,140605,O,131709.55,1997-09-24,1-URGENT,Clerk#000000470,0,. slyly express theodolites sleep blithely re
4143847,89323,O,110192.26,1997-10-06,3-MEDIUM,Clerk#000000053,0,ully across the regular packages. slyly special pack
4148068,119611,O,86787.44,1997-08-21,1-URGENT,Clerk#000000105,0,er slyly dependencies. quickly regular ac
5542017,108881,O,39673.54,1997-11-04,2-HIGH,Clerk#000000393,0, the dependencies. furiously unusual platelets cajole slyly across the un
801829,7693,O,118373.58,1997-11-17,4-NOT SPECIFIED,Clerk#000000357,0,sts. furiously special ideas sleep even requests
760677,98134,O,147456.41,1997-11-23,4-NOT SPECIFIED,Clerk#000000883,0,"the unusual, special requests. even pinto beans "
4176322,94975,O,225663.38,1997-12-05,2-HIGH,Clerk#000000470,0,"ar requests wake never ironic, ironi"
1428163,83122,O,70862.50,1997-10-06,1-URGENT,Clerk#000000910,0,es. final accounts across the carefull
89220,15307,O,84030.64,1997-12-09,3-MEDIUM,Clerk#000000832,0,"yly silent, even courts. quickly final pinto beans among "
2263942,68455,O,293466.27,1997-10-16,4-NOT SPECIFIED,Clerk#000000270,0,uests haggle. carefully even requests nag slyly 
1962241,34427,O,261354.52,1997-12-17,4-NOT SPECIFIED,Clerk#000000875,0, courts. packages impress furiously slyly furious packag
3543137,20875,O,117743.17,1997-08-31,3-MEDIUM,Clerk#000000652,0,es. pending instructions wake alongside of the blithely pending ex
1228032,58475,O,175066.65,1997-11-28,1-URGENT,Clerk#000000686,0,blithely against the slyly even accounts. blithely even deposit
4623780,397,O,209251.72,1997-09-30,5-LOW,Clerk#000000978,0,y regular instructions affix. asymptotes according to the furiously fin
5430183,34963,O,149285.98,1997-11-02,5-LOW,Clerk#000000084,0,n requests. carefully even packages along
5668357,79886,O,294523.35,1997-09-02,5-LOW,Clerk#000000574,0,s among the final deposits boost 
324740,49,O,162652.29,1997-10-05,4-NOT SPECIFIED,Clerk#000000536,0,en grouches are furiously bold p
5771302,17911,O,146977.67,1997-10-02,4-NOT SPECIFIED,Clerk#000000222,0,lyly with the furiously even excuses. slyly express orbits nag blithely entic
1279205,42001,O,165634.99,1997-12-22,2-HIGH,Clerk#000000319,0,uriously final requests around the even platelets nag slyly bold ideas.
2427969,144256,O,238421.31,1997-11-22,4-NOT SPECIFIED,Clerk#000000558,0,"onic, even foxes x-ray slyly express, unusual foxes. ironi"
3859713,17312,O,161927.44,1997-10-02,2-HIGH,Clerk#000000265,0,ng to the final instructions. carefully even reques
5248612,14770,O,77885.92,1997-09-17,4-NOT SPECIFIED,Clerk#000000298,0,hely special pinto b
548646,136957,O,240321.06,1997-08-25,3-MEDIUM,Clerk#000000656,0,"refully express deposits. pending, pending excuses"
4025696,104506,O,179539.42,1997-12-01,1-URGENT,Clerk#000000208,0,instructions affix furiously pinto beans. blithely 
2960871,47639,O,98240.76,1997-12-29,3-MEDIUM,Clerk#000000789,0,kly special ideas haggle enti
3621318,62059,O,167009.65,1997-09-23,2-HIGH,Clerk#000000071,0,". pending, unusual platelets cajole: carefully final dependencies are "
968992,28813,O,256386.25,1997-11-17,3-MEDIUM,Clerk#000000414,0," accounts against the special, final t"
5108263,62099,O,237469.26,1997-09-16,4-NOT SPECIFIED,Clerk#000000989,0,etimes. always pending theodolites serve quickly. furiously pending package
5716353,70400,O,154159.59,1997-11-11,1-URGENT,Clerk#000000465,0,arefully according to t
919940,54635,O,207041.37,1997-08-23,1-URGENT,Clerk#000000325,0,according to the carefully regular platelet
5297062,39842,O,271008.86,1997-12-18,3-MEDIUM,Clerk#000000411,0, carefully regular deposits. fluffily even requests slee
114374,80372,O,207873.25,1997-08-23,4-NOT SPECIFIED,Clerk#000000542,0,s sleep idly. ideas use furiously 
4049282,48388,O,247776.01,1997-11-16,5-LOW,Clerk#000000924,0,uriously pending asymptotes across the unusual grouches wake un
5405091,123037,O,229060.17,1997-11-23,3-MEDIUM,Clerk#000000269,0,ajole furiously. blithely d
289926,20770,O,239456.51,1997-11-26,4-NOT SPECIFIED,Clerk#000000230,0,ly about the final packages-- blithely fin
4196774,69073,O,185120.46,1997-09-08,1-URGENT,Clerk#000000430,0,. furiously even excuses use furiously according to the
3828513,55978,O,163739.34,1997-12-11,2-HIGH,Clerk#000000705,0,nst the furiously bold platelets sleep about the carefully bold pinto
4826181,23641,O,304141.04,1997-11-16,1-URGENT,Clerk#000000357,0,counts. blithely even instructions nag carefully. pending
4239809,48490,O,80655.45,1997-11-14,2-HIGH,Clerk#000000847,0,he furiously quiet instru
159875,7636,O,155669.89,1997-10-11,1-URGENT,Clerk#000000119,0,"ending, final ideas"
2306597,4855,O,124463.04,1997-12-09,1-URGENT,Clerk#000000529,0,ess deposits believe slyly against the blithely iron
102948,118661,O,396639.74,1997-09-06,5-LOW,Clerk#000000514,0,ing theodolites play carefully across the carefully final ideas. qui
1453383,111881,O,185726.74,1997-10-07,5-LOW,Clerk#000000697,0,beans. blithely regular ideas d
1782822,95692,O,292924.83,1997-10-27,3-MEDIUM,Clerk#000000681,0,"bold, special braids. furiously final requests breach fluffily aroun"
3192071,74297,O,89091.66,1997-11-22,2-HIGH,Clerk#000000746,0,pendencies boost furiously. 
2042724,14338,O,246594.18,1997-09-18,2-HIGH,Clerk#000000682,0,s wake between the furiously speci
1051488,52981,O,311686.45,1997-11-25,3-MEDIUM,Clerk#000000726,0,. regular deposits under the fluffil
3104067,125927,O,197209.61,1997-11-16,2-HIGH,Clerk#000000451,0,along the slyly pending excuses. carefully final platelets haggle quic
1087300,148498,O,153800.58,1997-09-10,4-NOT SPECIFIED,Clerk#000000639,0,ckages across the express ideas
3850019,116267,O,233581.50,1997-11-13,4-NOT SPECIFIED,Clerk#000000306,0,fluffily regular deposits! pinto beans engag
4977379,121414,O,326445.01,1997-08-31,5-LOW,Clerk#000000357,0,are slyly across the carefully regular theodolites. fluffily final pack
3774464,89005,O,64165.96,1997-08-31,3-MEDIUM,Clerk#000000322,0," integrate blithely: ironic warhorses after the regular, final dep"
341441,126061,O,220132.75,1997-11-30,4-NOT SPECIFIED,Clerk#000000890,0,he slyly ironic platelet
1112064,103499,O,207103.76,1997-09-08,1-URGENT,Clerk#000000973,0,ickly blithely pending requests. accounts cajole carefully grou
2164037,43162,O,229848.54,1997-12-24,5-LOW,Clerk#000000466,0,ly express accounts. carefully ironic Tiresias wake quickly bold packages. t
210112,48526,O,414336.97,1997-08-17,5-LOW,Clerk#000000583,0, detect slyly according to the furiously i
5763907,95662,O,250008.96,1997-09-05,1-URGENT,Clerk#000000483,0,. express dolphins detect blithely according to th
4482979,128156,O,77312.41,1997-08-21,4-NOT SPECIFIED,Clerk#000000338,0,nding ideas haggle slyly final deposits. quickly even accounts sl
742304,91816,O,335513.37,1997-12-26,4-NOT SPECIFIED,Clerk#000000583,0,hely carefully even instructions-- quickly sile
3066117,125645,O,186792.00,1997-10-21,5-LOW,Clerk#000000479,0,g the dugouts. ironic pinto beans after
4361827,66568,O,193879.14,1997-10-27,3-MEDIUM,Clerk#000000057,0,d slyly above the final theodolites. even ideas pri
269223,109648,O,107719.27,1997-09-28,1-URGENT,Clerk#000000609,0," carefully slyly ironic ideas. regular packages haggle final, iro"
2890789,57793,O,92852.07,1997-09-29,3-MEDIUM,Clerk#000000557,0,ckly around the blithely final dependencies! blithely final packages
4171553,43012,O,17194.90,1997-09-01,4-NOT SPECIFIED,Clerk#000000443,0,tes. quickly regular deposits should have to wake
5491906,67303,O,125376.55,1997-09-14,4-NOT SPECIFIED,Clerk#000000988,0, tithes play furiously even fo
4982501,42631,O,88644.39,1997-11-07,5-LOW,Clerk#000000320,0,sts. requests sleep quickly express pinto beans-- slyly regular foxes play
2428707,50149,O,182704.17,1997-08-26,1-URGENT,Clerk#000000261,0,s integrate slyly. furiousl
4746855,87512,O,235260.82,1997-09-30,4-NOT SPECIFIED,Clerk#000000174,0,. excuses cajole according to the carefully pending deposits. ex
1918754,110062,O,231105.60,1997-11-26,4-NOT SPECIFIED,Clerk#000000374,0," even requests wake blithely. slyly bold packages are slyly final, bold p"
2414656,114715,O,74598.02,1997-12-15,2-HIGH,Clerk#000000847,0,as. blithely idle foxes sleep furiou
5482662,24194,O,102371.63,1997-10-21,5-LOW,Clerk#000000996,0,y regular accounts need to cajole 
3739911,78917,O,97811.32,1997-09-12,2-HIGH,Clerk#000000690,0,"ick, busy deposits was blithely. "
2745440,74203,O,124117.54,1997-10-18,4-NOT SPECIFIED,Clerk#000000455,0,re furiously furiously regular asymptotes. fluf
984389,86543,O,236151.59,1997-12-01,3-MEDIUM,Clerk#000000282,0,ld quickly pains. blithely unusual dependencie
1043745,119686,O,292694.73,1997-10-06,2-HIGH,Clerk#000000679,0,d even accounts. sly theodolites around 
2439237,140716,O,334131.24,1997-12-10,4-NOT SPECIFIED,Clerk#000000872,0,ar excuses at the blithely express pinto beans engage carefully final depende
2220294,46142,O,330635.92,1997-10-06,3-MEDIUM,Clerk#000000839,0, deposits. blithely unusual deposits detec
3725121,38737,O,274641.00,1997-11-05,5-LOW,Clerk#000000823,0,uriously special accounts poach above the ironically pending
2985219,18301,O,56688.19,1997-09-29,1-URGENT,Clerk#000000430,0,s use carefully fluffily ironic pinto beans. blithely
5139269,13877,O,145888.84,1997-10-14,2-HIGH,Clerk#000000440,0,s. quietly express pinto beans integrate above
3211395,72538,O,76719.52,1997-11-12,4-NOT SPECIFIED,Clerk#000000023,0,s are slyly final ideas. regular deposits according to the carefull
3065058,17531,O,158142.32,1997-11-08,3-MEDIUM,Clerk#000000194,0,"blithely even, ironic accounts. blithely regular "
49159,123016,O,282589.80,1997-09-15,2-HIGH,Clerk#000000892,0,n Tiresias. thinly regular dependenc
2951300,140735,O,345961.19,1997-09-08,5-LOW,Clerk#000000682,0,uses. blithely brave accounts sleep furiousl
3993284,102331,O,169025.73,1997-09-08,4-NOT SPECIFIED,Clerk#000000364,0,ages. express deposits according to the dependencies use about 
1285314,39229,O,221607.55,1997-09-27,1-URGENT,Clerk#000000298,0,deas detect slyly after the carefully pending platelets. furiously f
1074753,95518,O,289809.97,1997-10-22,2-HIGH,Clerk#000000396,0,y regular packages. silently final accounts after the packages sl
4915206,52172,O,151934.12,1997-10-02,4-NOT SPECIFIED,Clerk#000000927,0,unts nag furiously. blithely bold pinto beans must are furiously acr
