P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
125586,navajo orchid goldenrod sandy pink,Manufacturer#1,Brand#13,ECONOMY ANODIZED NICKEL,44,LG CASE,1611.58,uffily regula
190767,peru cornsilk black deep royal,Manufacturer#1,Brand#12,STANDARD PLATED NICKEL,36,LG PKG,1857.76,ar gifts. eve
94129,misty cornsilk lace aquamarine cream,Manufacturer#5,Brand#55,LARGE PLATED NICKEL,44,SM BAG,1123.12, after
146221,red steel lace lemon goldenrod,Manufacturer#3,Brand#32,PROMO PLATED STEEL,17,MED BAG,1267.22,sits integrate along t
192814,sienna cream blue coral midnight,Manufacturer#4,Brand#45,PROMO POLISHED STEEL,7,MED CAN,1906.81,un about the sp
52473,steel coral maroon blue magenta,Manufacturer#1,Brand#11,STANDARD BURNISHED TIN,32,JUMBO DRUM,1425.47, final pinto beans. 
19192,lime frosted beige honeydew grey,Manufacturer#1,Brand#13,LARGE PLATED TIN,14,JUMBO BOX,1111.19,ructions against
144660,chartreuse honeydew tomato magenta coral,Manufacturer#5,Brand#54,PROMO BRUSHED TIN,36,MED BAG,1704.66, slyly above th
35558,goldenrod purple misty azure blanched,Manufacturer#3,Brand#32,ECONOMY POLISHED TIN,48,MED BOX,1493.55,lly regular pla
133956,orchid smoke lawn sky goldenrod,Manufacturer#4,Brand#42,LARGE BURNISHED COPPER,41,LG PKG,1989.95,usly alongside of th
198472,seashell cyan yellow bisque puff,Manufacturer#3,Brand#34,PROMO PLATED STEEL,35,SM BOX,1570.47,ts: deposit
161848,sky deep drab dark salmon,Manufacturer#3,Brand#35,ECONOMY ANODIZED STEEL,9,WRAP JAR,1909.84,gle fluffily. t
85365,magenta dark lime metallic sky,Manufacturer#5,Brand#55,STANDARD PLATED NICKEL,45,LG CASE,1350.36,theodo
93580,pink slate gainsboro honeydew peru,Manufacturer#1,Brand#15,STANDARD ANODIZED TIN,12,MED PACK,1573.58,ions lose f
55839,saddle cornflower lace antique purple,Manufacturer#5,Brand#51,MEDIUM BURNISHED TIN,18,MED CASE,1794.83,eposits boost slyly si
9938,yellow grey drab salmon black,Manufacturer#2,Brand#22,LARGE PLATED STEEL,10,LG CAN,1847.93,ntegrate against t
182198,cyan lemon sky wheat goldenrod,Manufacturer#3,Brand#31,LARGE BRUSHED COPPER,20,JUMBO CAN,1280.19,l accounts. f
1236,dim rose rosy almond purple,Manufacturer#4,Brand#42,MEDIUM ANODIZED NICKEL,26,LG CAN,1137.23,s sleep. furiously iro
22713,burlywood navajo coral dark sky,Manufacturer#5,Brand#55,SMALL BURNISHED STEEL,40,WRAP BAG,1635.71,ions sle
48713,chocolate metallic rosy honeydew wheat,Manufacturer#3,Brand#34,LARGE POLISHED TIN,27,WRAP BOX,1661.71,he ironically s
14444,drab purple ivory floral turquoise,Manufacturer#3,Brand#33,PROMO ANODIZED STEEL,47,MED PKG,1358.44,st furiously. slyl
852,lemon slate khaki misty hot,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,47,JUMBO BOX,1752.85,side of the
116307,firebrick puff saddle burnished dark,Manufacturer#1,Brand#11,MEDIUM BRUSHED NICKEL,22,LG CASE,1323.30,lites may nag furio
171628,floral rosy orchid magenta thistle,Manufacturer#5,Brand#55,MEDIUM PLATED TIN,16,LG CAN,1699.62,ans haggle carefully 
11978,honeydew lawn burlywood slate dodger,Manufacturer#3,Brand#31,PROMO POLISHED BRASS,37,LG JAR,1889.97,ons boost carefull
183498,pale khaki wheat maroon turquoise,Manufacturer#3,Brand#32,PROMO BRUSHED NICKEL,46,MED DRUM,1581.49,er the stea
81507,chartreuse coral pale chocolate powder,Manufacturer#3,Brand#35,MEDIUM ANODIZED BRASS,45,LG JAR,1488.50,ng pin
186261,khaki cyan magenta tomato slate,Manufacturer#1,Brand#13,PROMO POLISHED STEEL,5,LG PACK,1347.26,posits h
152552,rose chiffon mint red lace,Manufacturer#1,Brand#13,SMALL BURNISHED STEEL,39,LG PACK,1604.55,onic p
186734,dodger blue royal forest linen,Manufacturer#5,Brand#53,LARGE BRUSHED BRASS,16,JUMBO CASE,1820.73, express pinto beans
181574,linen royal sienna smoke snow,Manufacturer#2,Brand#23,LARGE PLATED BRASS,1,MED CAN,1655.57,ic dolphins may bel
99649,blue forest green cyan red,Manufacturer#2,Brand#22,ECONOMY PLATED TIN,34,WRAP PKG,1648.64,ke furio
131274,coral floral cornflower sandy almond,Manufacturer#1,Brand#14,SMALL POLISHED BRASS,2,SM JAR,1305.27,y final package
105297,gainsboro powder chartreuse steel ivory,Manufacturer#2,Brand#25,ECONOMY BRUSHED COPPER,30,SM JAR,1302.29, ideas. 
25406,sandy slate seashell puff rose,Manufacturer#5,Brand#54,STANDARD POLISHED COPPER,41,JUMBO BOX,1331.40,ckly even pac
196165,burnished plum aquamarine forest grey,Manufacturer#5,Brand#54,LARGE BURNISHED STEEL,42,LG JAR,1261.16,equests. slyly s
28516,olive green black light lime,Manufacturer#3,Brand#34,STANDARD ANODIZED BRASS,27,JUMBO PACK,1444.51,"lar, final ideas "
89094,maroon spring dodger lawn aquamarine,Manufacturer#4,Brand#45,STANDARD PLATED BRASS,5,WRAP CASE,1083.09,y carefully regul
163729,firebrick almond blue burlywood azure,Manufacturer#3,Brand#32,MEDIUM BURNISHED STEEL,8,MED CASE,1792.72,ely unusual the
93934,steel sky mint tan frosted,Manufacturer#3,Brand#31,LARGE POLISHED STEEL,8,SM DRUM,1927.93,the b
43679,forest maroon peru turquoise lemon,Manufacturer#1,Brand#13,ECONOMY BRUSHED TIN,50,JUMBO JAR,1622.67, theodolites a
130128,chiffon purple bisque hot salmon,Manufacturer#5,Brand#53,PROMO POLISHED TIN,33,JUMBO BOX,1158.12,tly fu
118830,maroon midnight salmon spring firebrick,Manufacturer#4,Brand#41,LARGE PLATED TIN,10,MED BOX,1848.83,ourts mus
86200,hot mint sienna drab ghost,Manufacturer#5,Brand#55,MEDIUM POLISHED NICKEL,50,WRAP PKG,1186.20,luffily pe
196406,coral violet saddle steel bisque,Manufacturer#3,Brand#32,ECONOMY BRUSHED COPPER,43,LG BOX,1502.40,e slyl
60896,medium chiffon lavender maroon puff,Manufacturer#5,Brand#52,LARGE BURNISHED BRASS,13,LG PKG,1856.89, ironic r
99441,deep maroon indian spring snow,Manufacturer#1,Brand#15,LARGE PLATED COPPER,28,SM PACK,1440.44,gle ironically accord
63716,bisque sienna honeydew beige thistle,Manufacturer#4,Brand#43,LARGE ANODIZED NICKEL,25,MED DRUM,1679.71,p blithely s
162816,dark peru linen red rosy,Manufacturer#2,Brand#21,PROMO ANODIZED COPPER,23,SM CASE,1878.81, fluffily carefully u
169792,black ghost seashell floral green,Manufacturer#2,Brand#25,LARGE ANODIZED NICKEL,22,SM PACK,1861.79,ts along the quickly e
2670,wheat powder violet chocolate hot,Manufacturer#4,Brand#42,ECONOMY BRUSHED BRASS,46,WRAP BOX,1572.67,nod quickly i
14059,mint lavender rosy lime dark,Manufacturer#3,Brand#33,PROMO PLATED NICKEL,1,MED DRUM,973.05, even pac
55582,dodger peach linen cyan moccasin,Manufacturer#2,Brand#22,PROMO PLATED STEEL,32,WRAP BAG,1537.58,press ideas. accou
133594,cyan orchid puff turquoise rosy,Manufacturer#1,Brand#12,PROMO BRUSHED COPPER,23,WRAP BOX,1627.59,fily spe
136594,green dark floral lime dim,Manufacturer#4,Brand#41,PROMO POLISHED NICKEL,24,MED CAN,1630.59,te the ironic
45066,violet burlywood maroon lemon burnished,Manufacturer#2,Brand#21,ECONOMY BURNISHED COPPER,15,MED BAG,1011.06,atelets alongside 
52022,tomato chartreuse white brown royal,Manufacturer#2,Brand#25,MEDIUM BRUSHED TIN,9,MED DRUM,974.02,tes print. dinos boost
75411,linen dodger blush magenta brown,Manufacturer#4,Brand#44,STANDARD POLISHED STEEL,13,MED PACK,1386.41,. carefully 
146445,sienna light floral purple ghost,Manufacturer#4,Brand#41,PROMO ANODIZED BRASS,30,SM JAR,1491.44,inally. special reques
115588,metallic orange aquamarine green burlywood,Manufacturer#4,Brand#44,LARGE BURNISHED TIN,44,LG CAN,1603.58,ely pending f
44743,frosted royal blush sienna medium,Manufacturer#1,Brand#15,STANDARD BRUSHED NICKEL,9,LG CASE,1687.74,cial deposits 
118537,orange peru red gainsboro yellow,Manufacturer#2,Brand#24,SMALL BURNISHED BRASS,1,JUMBO CAN,1555.53,rmanently iro
25804,sienna orchid navajo medium linen,Manufacturer#2,Brand#22,STANDARD ANODIZED COPPER,2,LG PACK,1729.80, across th
47106,cornflower purple burnished khaki aquamarine,Manufacturer#3,Brand#34,MEDIUM POLISHED BRASS,23,WRAP PKG,1053.10,platelets c
125497,dark green navy lace cyan,Manufacturer#1,Brand#13,LARGE PLATED NICKEL,8,JUMBO PKG,1522.49,s breach
59124,sandy pink salmon burlywood yellow,Manufacturer#4,Brand#43,LARGE BURNISHED TIN,2,SM BOX,1083.12,uffily
36298,almond antique blue royal burnished,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,23,MED JAR,1234.29, along 
136208,maroon lawn royal lemon cornsilk,Manufacturer#3,Brand#31,LARGE ANODIZED NICKEL,49,JUMBO CASE,1244.20,ate across the e
41115,burlywood orchid deep cream rose,Manufacturer#1,Brand#15,ECONOMY BURNISHED TIN,37,SM CAN,1056.11, blithel
71346,violet burnished hot almond bisque,Manufacturer#2,Brand#24,STANDARD BRUSHED STEEL,32,SM PKG,1317.34,ajole d
33145,dodger sky royal burnished pale,Manufacturer#5,Brand#55,LARGE ANODIZED NICKEL,28,MED PACK,1078.14,. carefull
174731,forest pink magenta lace goldenrod,Manufacturer#4,Brand#44,STANDARD BURNISHED TIN,36,WRAP BAG,1805.73,ecial reque
104607,smoke cyan mint deep cornflower,Manufacturer#4,Brand#41,PROMO BURNISHED BRASS,20,JUMBO DRUM,1611.60,"the special, regular"
181844,blush metallic beige powder red,Manufacturer#5,Brand#53,STANDARD POLISHED NICKEL,38,SM PKG,1925.84,bold accounts.
110206,indian lawn brown magenta snow,Manufacturer#1,Brand#15,STANDARD ANODIZED STEEL,30,JUMBO PKG,1216.20,ecial requests. bo
73089,floral maroon khaki magenta sienna,Manufacturer#1,Brand#15,SMALL BRUSHED NICKEL,32,WRAP BAG,1062.08,en pinto b
139566,cyan blue lime beige peach,Manufacturer#4,Brand#43,SMALL POLISHED COPPER,22,LG CASE,1605.56,l deposit
159674,azure metallic papaya antique wheat,Manufacturer#3,Brand#32,STANDARD BURNISHED COPPER,16,MED PACK,1733.67,osits. fluffily e
52475,antique drab beige coral spring,Manufacturer#5,Brand#51,MEDIUM BRUSHED COPPER,49,LG PACK,1427.47,ies ar
34739,snow sienna black cyan navajo,Manufacturer#4,Brand#45,MEDIUM POLISHED TIN,36,SM PKG,1673.73,ndenci
159510,rosy smoke chiffon orchid blanched,Manufacturer#1,Brand#14,SMALL BURNISHED TIN,42,WRAP BAG,1569.51,slyly a
96462,black floral chocolate royal linen,Manufacturer#1,Brand#15,PROMO BURNISHED COPPER,9,SM BOX,1458.46,oach sl
35062,deep sandy drab cornsilk orange,Manufacturer#4,Brand#43,STANDARD BRUSHED NICKEL,41,LG BOX,997.06,ously. even pint
77806,lime maroon chiffon ivory deep,Manufacturer#2,Brand#25,PROMO POLISHED COPPER,48,LG BOX,1783.80,nto be
57780,brown green olive plum blanched,Manufacturer#2,Brand#21,STANDARD ANODIZED STEEL,20,SM CAN,1737.78,ages sleep slyly
49165,chartreuse mint lawn red cornflower,Manufacturer#2,Brand#22,ECONOMY ANODIZED COPPER,12,SM CASE,1114.16,ake slyly re
99969,white lime linen mint goldenrod,Manufacturer#3,Brand#32,ECONOMY BRUSHED COPPER,30,SM BAG,1968.96,slyly along 
1452,chocolate azure green sandy beige,Manufacturer#3,Brand#31,MEDIUM PLATED TIN,36,JUMBO CAN,1353.45, haggle blithe
41509,orchid spring hot sandy saddle,Manufacturer#2,Brand#25,MEDIUM POLISHED COPPER,40,WRAP DRUM,1450.50,ackag
161575,almond mint smoke honeydew gainsboro,Manufacturer#1,Brand#11,STANDARD BURNISHED COPPER,27,LG DRUM,1636.57, quickly regular
3238,black almond rosy frosted peru,Manufacturer#2,Brand#21,MEDIUM BRUSHED NICKEL,46,WRAP BOX,1141.23, against
59267,snow spring burnished olive blanched,Manufacturer#1,Brand#15,STANDARD POLISHED COPPER,30,WRAP CAN,1226.26,r requests boost
189846,slate maroon rose forest grey,Manufacturer#1,Brand#12,MEDIUM BRUSHED STEEL,40,WRAP CAN,1935.84,"tes cajole-- unusual, "
28721,medium indian chartreuse dark navy,Manufacturer#5,Brand#55,LARGE BURNISHED STEEL,50,SM BOX,1649.72,neath the f
99806,maroon blanched lavender slate navajo,Manufacturer#3,Brand#31,MEDIUM POLISHED TIN,22,WRAP DRUM,1805.80,nal de
199864,ivory indian dim maroon papaya,Manufacturer#5,Brand#53,PROMO POLISHED TIN,41,MED CAN,1963.86,old requ
176451,light magenta blanched linen lace,Manufacturer#3,Brand#35,MEDIUM ANODIZED NICKEL,18,LG DRUM,1527.45,gle blithely pending p
10439,forest salmon red saddle hot,Manufacturer#4,Brand#43,SMALL PLATED STEEL,32,JUMBO PACK,1349.43,", pending theodo"
97350,azure rosy honeydew cream grey,Manufacturer#1,Brand#12,ECONOMY POLISHED COPPER,12,MED JAR,1347.35,s serve along th
38133,maroon indian steel plum black,Manufacturer#1,Brand#14,SMALL PLATED TIN,28,SM CASE,1071.13,iously pend
100126,lime powder magenta beige medium,Manufacturer#5,Brand#53,STANDARD PLATED NICKEL,14,MED CASE,1126.12,ully even acc
30862,dim aquamarine olive snow navajo,Manufacturer#1,Brand#13,MEDIUM ANODIZED STEEL,5,JUMBO DRUM,1792.86,ously sile
73449,ivory green saddle lace lime,Manufacturer#3,Brand#33,ECONOMY ANODIZED STEEL,49,SM JAR,1422.44,the fur
5783,honeydew steel orchid navajo rose,Manufacturer#1,Brand#11,SMALL PLATED TIN,2,MED CASE,1688.78,kly silent 
47065,chocolate chartreuse dodger gainsboro ghost,Manufacturer#5,Brand#55,PROMO BRUSHED BRASS,23,LG CASE,1012.06,"t, unusual theodol"
93209,light tan sky yellow tomato,Manufacturer#2,Brand#22,LARGE BURNISHED NICKEL,39,LG BOX,1202.20,st the slyly even
58887,seashell firebrick indian lawn frosted,Manufacturer#5,Brand#51,PROMO POLISHED NICKEL,28,MED BOX,1845.88,thely blithely speci
172401,orange tomato puff plum lavender,Manufacturer#4,Brand#45,MEDIUM BRUSHED COPPER,37,MED PKG,1473.40,its nag quickly. c
141795,almond blush medium linen steel,Manufacturer#5,Brand#51,MEDIUM BURNISHED COPPER,25,MED PACK,1836.79,e blithely regular d
62660,cornsilk lemon papaya peru blanched,Manufacturer#5,Brand#55,MEDIUM BURNISHED BRASS,28,LG DRUM,1622.66,y even de
76677,puff honeydew seashell metallic violet,Manufacturer#3,Brand#31,ECONOMY ANODIZED NICKEL,14,MED BAG,1653.67,express deposits
3139,burnished floral moccasin sandy dark,Manufacturer#4,Brand#45,MEDIUM ANODIZED COPPER,5,JUMBO CASE,1042.13, accounts are fluffil
192911,powder azure honeydew linen ivory,Manufacturer#2,Brand#24,ECONOMY BURNISHED STEEL,4,WRAP BOX,2003.91, pending t
185189,rose green cream orchid black,Manufacturer#2,Brand#21,PROMO POLISHED STEEL,9,WRAP CAN,1274.18,y final fo
150753,metallic turquoise salmon wheat blush,Manufacturer#2,Brand#21,SMALL BRUSHED TIN,37,SM DRUM,1803.75,es use after
103530,mint peach peru dark frosted,Manufacturer#1,Brand#11,LARGE BRUSHED TIN,42,LG DRUM,1533.53, of the stealthy de
859,ghost blue indian cornsilk drab,Manufacturer#3,Brand#35,ECONOMY ANODIZED COPPER,10,WRAP BAG,1759.85, even Tiresias wake fu
182523,snow rosy dim tan hot,Manufacturer#2,Brand#23,STANDARD BURNISHED NICKEL,43,JUMBO BAG,1605.52,ests about the caref
137192,dim slate peru brown tan,Manufacturer#1,Brand#14,MEDIUM BURNISHED TIN,23,SM PKG,1229.19,xes. 
20969,beige white saddle forest peru,Manufacturer#3,Brand#31,ECONOMY BRUSHED COPPER,14,JUMBO CAN,1889.96,hall wake fluffily bli
100903,royal white plum brown sienna,Manufacturer#4,Brand#44,STANDARD PLATED TIN,4,MED CASE,1903.90,t quick
70105,forest azure light smoke aquamarine,Manufacturer#5,Brand#54,PROMO ANODIZED BRASS,10,WRAP PACK,1075.10,dly around the bli
106598,yellow frosted pink navy dark,Manufacturer#2,Brand#23,LARGE BRUSHED BRASS,6,SM CASE,1604.59,idle accounts na
7699,beige chartreuse maroon frosted turquoise,Manufacturer#1,Brand#15,MEDIUM POLISHED STEEL,49,LG PACK,1606.69,nts against 
181117,forest smoke ivory salmon linen,Manufacturer#5,Brand#55,PROMO PLATED STEEL,26,SM PACK,1198.11,s are along the furiou
27158,chocolate hot drab brown frosted,Manufacturer#2,Brand#24,MEDIUM POLISHED BRASS,25,SM JAR,1085.15, are quickly slyl
178403,midnight peru slate navy drab,Manufacturer#1,Brand#12,STANDARD BRUSHED BRASS,43,WRAP PKG,1481.40,"s. unusual, thi"
7669,dodger azure dim burnished lavender,Manufacturer#4,Brand#43,ECONOMY POLISHED NICKEL,36,JUMBO BAG,1576.66,fully furiously sile
65933,brown ivory seashell navy smoke,Manufacturer#3,Brand#31,MEDIUM ANODIZED TIN,16,WRAP JAR,1898.93, kindle fluffily. fi
50314,royal peru burnished navy maroon,Manufacturer#2,Brand#24,ECONOMY PLATED BRASS,29,SM DRUM,1264.31,iously even
1998,steel plum violet almond mint,Manufacturer#2,Brand#25,LARGE BURNISHED TIN,37,WRAP PACK,1899.99,deas 
126516,saddle pale honeydew cornflower burnished,Manufacturer#1,Brand#13,STANDARD ANODIZED BRASS,27,WRAP JAR,1542.51,odolites. slyly i
40257,medium almond aquamarine violet drab,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,36,JUMBO CAN,1197.25,pendencies. ru
145356,deep maroon sienna rosy orange,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,6,JUMBO CAN,1401.35,ts haggle
110914,lawn wheat honeydew sky azure,Manufacturer#5,Brand#55,MEDIUM PLATED STEEL,3,WRAP BOX,1924.91,le furiously bold
27012,royal orchid red dim dark,Manufacturer#3,Brand#31,MEDIUM BRUSHED COPPER,6,SM PKG,939.01,s cajole carefully. bo
9814,lace slate burlywood blanched steel,Manufacturer#5,Brand#54,SMALL POLISHED BRASS,4,WRAP PACK,1723.81,quests wake among
198496,dodger snow lawn turquoise white,Manufacturer#5,Brand#54,LARGE ANODIZED TIN,18,MED BAG,1594.49,y express forges: fur
152810,tomato violet steel dark smoke,Manufacturer#4,Brand#45,PROMO ANODIZED STEEL,27,SM BOX,1862.81, carefull
62910,rose lawn slate pink ivory,Manufacturer#2,Brand#21,MEDIUM POLISHED STEEL,10,LG BAG,1872.91,s. slyly ironic
57423,papaya cornflower powder yellow blue,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,24,SM PACK,1380.42,e along the expres
143209,navajo blue coral frosted firebrick,Manufacturer#3,Brand#31,SMALL ANODIZED TIN,30,WRAP BAG,1252.20,ngsid
40883,antique chocolate gainsboro light peach,Manufacturer#4,Brand#44,LARGE POLISHED TIN,12,WRAP PACK,1823.88,xpress reque
168723,peru navajo linen royal tomato,Manufacturer#1,Brand#14,STANDARD BRUSHED BRASS,24,JUMBO DRUM,1791.72,cross the blit
128174,frosted orchid cornflower lawn spring,Manufacturer#1,Brand#15,STANDARD BURNISHED BRASS,46,MED PKG,1202.17,nstructions around 
50101,burlywood antique blue orchid blush,Manufacturer#3,Brand#35,ECONOMY BRUSHED TIN,5,WRAP BAG,1051.10, regular accounts 
147058,almond lemon rosy light ivory,Manufacturer#5,Brand#52,LARGE PLATED STEEL,45,MED CASE,1105.05,thin as
53350,yellow tan tomato spring azure,Manufacturer#3,Brand#32,PROMO BURNISHED NICKEL,49,MED DRUM,1303.35,kages. fu
21761,metallic salmon ghost navy almond,Manufacturer#4,Brand#44,STANDARD PLATED TIN,31,SM CAN,1682.76,y special packages. 
177678,drab violet lemon sienna pink,Manufacturer#3,Brand#33,STANDARD BURNISHED TIN,18,LG BOX,1755.67,ole slyly against t
75738,aquamarine deep steel hot pink,Manufacturer#2,Brand#25,SMALL BRUSHED COPPER,5,JUMBO CAN,1713.73,ltipliers
57624,aquamarine lace green sky rosy,Manufacturer#1,Brand#15,PROMO PLATED STEEL,37,JUMBO BAG,1581.62, cajole quickly fr
79630,seashell khaki navajo peach purple,Manufacturer#3,Brand#35,SMALL BURNISHED NICKEL,24,MED JAR,1609.63,affix 
84233,saddle maroon chocolate spring almond,Manufacturer#3,Brand#34,MEDIUM BURNISHED COPPER,21,JUMBO CASE,1217.23,ronic platelet
35457,yellow spring sandy blue floral,Manufacturer#1,Brand#12,ECONOMY POLISHED NICKEL,10,SM DRUM,1392.45,", flu"
81793,maroon pink papaya midnight sky,Manufacturer#2,Brand#24,STANDARD BRUSHED NICKEL,19,LG JAR,1774.79,ke quick
47890,goldenrod snow white azure drab,Manufacturer#5,Brand#55,LARGE ANODIZED STEEL,31,LG PACK,1837.89,g the sile
9301,orchid beige aquamarine white floral,Manufacturer#2,Brand#23,LARGE PLATED BRASS,9,JUMBO BAG,1210.30,nal deposits h
99645,cornflower puff cornsilk steel floral,Manufacturer#5,Brand#54,ECONOMY ANODIZED STEEL,34,JUMBO BAG,1644.64, cajole silent 
89211,gainsboro drab orchid cornsilk sky,Manufacturer#3,Brand#34,MEDIUM ANODIZED COPPER,38,MED JAR,1200.21,"bold, slow pinto "
29053,snow dark dim honeydew lime,Manufacturer#2,Brand#22,LARGE BRUSHED STEEL,17,WRAP BOX,982.05,s integra
21971,seashell pale brown goldenrod coral,Manufacturer#5,Brand#51,LARGE PLATED COPPER,13,MED CASE,1892.97,er the instructi
111349,khaki saddle gainsboro dark chocolate,Manufacturer#1,Brand#15,STANDARD PLATED NICKEL,22,MED JAR,1360.34,the accounts wake sl
182779,frosted turquoise dark dim moccasin,Manufacturer#3,Brand#33,SMALL ANODIZED NICKEL,3,WRAP BOX,1861.77,ly fin
71198,burnished olive bisque medium orchid,Manufacturer#4,Brand#41,PROMO POLISHED TIN,43,JUMBO CASE,1169.19,hely expre
191189,steel brown misty olive indian,Manufacturer#3,Brand#34,LARGE POLISHED TIN,39,WRAP DRUM,1280.18,tructi
66337,honeydew almond puff dim ghost,Manufacturer#1,Brand#11,STANDARD POLISHED STEEL,37,SM PACK,1303.33,re; silent 
115744,black dodger papaya antique sandy,Manufacturer#1,Brand#13,ECONOMY POLISHED BRASS,5,SM PACK,1759.74, blithely 
156436,royal papaya spring lawn olive,Manufacturer#2,Brand#21,MEDIUM POLISHED COPPER,25,WRAP JAR,1492.43,ss foxes haggle c
64696,burlywood cyan maroon blue lemon,Manufacturer#3,Brand#32,ECONOMY ANODIZED NICKEL,19,SM PACK,1660.69,"usual, regu"
163523,slate lemon frosted pale firebrick,Manufacturer#2,Brand#21,ECONOMY BURNISHED COPPER,4,JUMBO DRUM,1586.52,d excuses-- dogged 
119511,cornsilk drab salmon steel dim,Manufacturer#1,Brand#15,MEDIUM BURNISHED STEEL,31,LG CASE,1530.51,the bli
68221,royal almond coral green pale,Manufacturer#5,Brand#53,SMALL BRUSHED STEEL,13,LG DRUM,1189.22,would cajole
