L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
5538339,117518,30,3,40.00,61420.40,0.04,0.03,N,O,1997-12-18,1997-12-26,1998-01-03,TAKE BACK RETURN,AIR," special, final accounts haggle car"
2183527,88589,8590,5,35.00,55215.30,0.05,0.05,N,O,1997-12-30,1997-12-22,1998-01-03,DELIVER IN PERSON,RAIL,"dencies above the thin, pending d"
2374276,47778,283,6,27.00,46595.79,0.02,0.06,N,O,1997-12-06,1998-01-01,1998-01-03,NONE,TRUCK, theodolites cajole 
5120454,184033,6552,7,14.00,15638.42,0.04,0.01,N,O,1997-12-24,1997-10-30,1998-01-03,TAKE BACK RETURN,FOB,luffily unusual platelets. f
2181634,190105,2625,1,40.00,47804.00,0.06,0.00,N,O,1997-12-24,1997-11-13,1998-01-03,COLLECT COD,REG AIR,packages haggle fu
702149,26547,6548,3,14.00,20629.56,0.06,0.06,N,O,1997-12-06,1997-10-21,1998-01-03,TAKE BACK RETURN,REG AIR,theodolites according to the express p
2281860,189737,2256,5,29.00,52975.17,0.02,0.03,N,O,1997-12-25,1997-12-20,1998-01-03,COLLECT COD,AIR,quests cajole furious
654086,63716,1235,1,5.00,8398.55,0.08,0.06,N,O,1997-12-10,1998-03-05,1998-01-03,NONE,REG AIR,hely about the
4608483,33279,5783,1,45.00,54552.15,0.10,0.03,N,O,1997-12-17,1997-12-03,1998-01-03,DELIVER IN PERSON,TRUCK,osits. deposits run quic
198245,156401,3947,5,39.00,56838.60,0.08,0.08,N,O,1997-12-11,1997-11-25,1998-01-03,DELIVER IN PERSON,REG AIR,y ironic platelets. fin
2112198,93212,3213,5,33.00,39771.93,0.04,0.05,N,O,1998-01-02,1998-01-26,1998-01-03,COLLECT COD,FOB,fily blithely special ideas. regular
1873504,128441,954,2,8.00,11755.52,0.02,0.07,N,O,1997-12-26,1997-10-14,1998-01-03,COLLECT COD,RAIL, blithely. ruthlessly even requests boost a
5459170,128168,8169,1,21.00,25119.36,0.05,0.06,N,O,1997-12-18,1998-01-26,1998-01-04,NONE,AIR,into beans b
5890148,162061,9610,1,37.00,41553.22,0.05,0.07,N,O,1997-12-11,1998-01-12,1998-01-04,DELIVER IN PERSON,AIR,"lent, ironic foxes promise. slyly "
5788067,81030,8555,1,46.00,46507.38,0.06,0.04,N,O,1997-12-09,1997-11-27,1998-01-04,COLLECT COD,SHIP,s. carefully regular foxes caj
2121248,160330,331,4,4.00,5561.32,0.06,0.06,N,O,1997-12-24,1997-12-08,1998-01-04,NONE,SHIP,es detect slyly above the furiously 
5539811,190200,2720,2,38.00,49027.60,0.04,0.02,N,O,1997-12-24,1997-11-24,1998-01-04,DELIVER IN PERSON,RAIL,. fluffy noto
5960515,166777,1810,2,3.00,5531.31,0.06,0.01,N,O,1997-12-06,1997-12-15,1998-01-04,TAKE BACK RETURN,MAIL,sts are alongside of t
5568004,98795,8796,5,25.00,44844.75,0.05,0.07,N,O,1997-12-18,1997-11-19,1998-01-04,TAKE BACK RETURN,REG AIR,he furiously
5596865,118203,8204,6,42.00,51290.40,0.06,0.08,N,O,1997-12-18,1998-01-14,1998-01-04,DELIVER IN PERSON,REG AIR,leep regularly! somas
5744231,90027,5046,4,44.00,44748.88,0.10,0.03,N,O,1997-12-10,1997-11-13,1998-01-04,DELIVER IN PERSON,AIR, across the fluffily regular ideas. 
141826,160119,5152,7,10.00,11791.10,0.08,0.06,N,O,1997-12-27,1997-12-09,1998-01-04,NONE,FOB,lly across the 
4303425,166011,3560,1,11.00,11847.11,0.09,0.06,N,O,1998-01-03,1997-10-12,1998-01-04,COLLECT COD,SHIP,e the express platelets. bravely express in
4428932,133603,1143,2,35.00,57281.00,0.09,0.02,N,O,1997-12-10,1997-12-06,1998-01-04,COLLECT COD,RAIL,r requests; bold foxes su
5693988,8294,3295,5,29.00,34866.41,0.00,0.05,N,O,1997-12-16,1998-01-14,1998-01-04,COLLECT COD,RAIL,arefully ironic requests cajole slyly 
1478624,61944,6957,2,45.00,85767.30,0.01,0.01,N,O,1997-12-15,1997-11-08,1998-01-04,NONE,AIR,xcuses are. quickly fin
831042,41595,6604,2,17.00,26122.03,0.02,0.02,N,O,1997-12-06,1997-10-26,1998-01-04,TAKE BACK RETURN,RAIL,as haggle among the carefu
5315556,180002,2521,2,25.00,27050.00,0.00,0.01,N,O,1997-12-20,1997-12-05,1998-01-04,COLLECT COD,TRUCK,s. express decoys a
5355137,178353,8354,6,2.00,2862.70,0.00,0.06,N,O,1997-12-11,1998-01-20,1998-01-04,NONE,FOB,ages sleep. fu
723808,194738,4739,6,50.00,91636.50,0.07,0.06,N,O,1997-12-27,1998-01-30,1998-01-04,DELIVER IN PERSON,RAIL,"egular, even theodol"
5368675,121715,9252,1,20.00,34734.20,0.02,0.06,N,O,1997-12-23,1998-01-05,1998-01-04,TAKE BACK RETURN,MAIL,en accounts serve across the c
1141251,54688,7194,4,6.00,9856.08,0.05,0.00,N,O,1998-01-02,1997-12-19,1998-01-04,NONE,FOB, sleep quickly. slyly pending acc
625248,78472,980,1,40.00,58018.80,0.02,0.03,N,O,1998-01-03,1997-12-17,1998-01-04,TAKE BACK RETURN,MAIL,ncies. regular deposits are quietly thro
4870752,188921,8922,6,39.00,78386.88,0.03,0.00,N,O,1998-01-02,1997-11-23,1998-01-04,COLLECT COD,MAIL,ous deposits promise. blithely s
1011972,96518,9028,1,10.00,15145.10,0.05,0.00,N,O,1997-12-10,1997-12-20,1998-01-04,DELIVER IN PERSON,AIR,ole furiously according to the furio
738626,98647,3666,1,19.00,31267.16,0.06,0.04,N,O,1997-12-30,1997-12-05,1998-01-04,DELIVER IN PERSON,REG AIR,ress fluffily. deposits sleep iron
877831,174575,9610,1,17.00,28042.69,0.09,0.08,N,O,1997-12-23,1997-12-26,1998-01-04,COLLECT COD,AIR,ages boost caref
5361607,30010,7520,3,28.00,26320.28,0.10,0.00,N,O,1997-12-15,1997-12-16,1998-01-04,TAKE BACK RETURN,MAIL, regular excuses would cajole furious
5352644,191880,9438,2,7.00,13803.16,0.09,0.01,N,O,1997-12-15,1998-01-14,1998-01-04,NONE,MAIL,eposits. unusual packa
5354855,27359,9862,1,4.00,5145.40,0.03,0.04,N,O,1997-12-23,1997-11-08,1998-01-04,NONE,AIR,ven dolphins sleep a
856615,155036,7552,4,14.00,15274.42,0.05,0.07,N,O,1997-12-16,1997-09-30,1998-01-04,DELIVER IN PERSON,RAIL,inal courts. slyly special
5302336,181562,4081,2,16.00,26296.96,0.03,0.02,N,O,1997-12-30,1998-01-03,1998-01-04,NONE,MAIL,p. slyly final packages grow speci
4982086,119001,9002,3,9.00,9180.00,0.05,0.06,N,O,1997-12-18,1998-01-31,1998-01-04,DELIVER IN PERSON,RAIL,ress requests. furiously unusual depen
5362022,98973,3992,3,46.00,90710.62,0.01,0.06,N,O,1997-12-10,1997-11-14,1998-01-04,DELIVER IN PERSON,FOB, the carefully fluffy foxes
5103111,15043,5044,2,2.00,1916.08,0.10,0.08,N,O,1997-12-13,1997-11-26,1998-01-04,NONE,REG AIR,"to the final, ironic platelets. gifts alo"
5312228,174627,4628,2,34.00,57855.08,0.00,0.05,N,O,1997-12-30,1998-01-01,1998-01-04,NONE,RAIL,ng to the blithely e
5287843,170590,8142,2,29.00,48157.11,0.06,0.01,N,O,1997-12-16,1998-01-14,1998-01-04,NONE,RAIL,o beans boos
579973,105302,2833,1,3.00,3921.90,0.10,0.05,N,O,1997-12-13,1997-11-11,1998-01-04,NONE,REG AIR,es. accounts boost slyly even requests. 
4874247,117848,360,2,19.00,35450.96,0.02,0.04,N,O,1998-01-03,1998-02-15,1998-01-04,COLLECT COD,RAIL,uctions sleep
5056224,110835,5858,4,3.00,5537.49,0.08,0.06,N,O,1998-01-01,1998-03-25,1998-01-04,DELIVER IN PERSON,TRUCK,ly final asymptotes wake furiously pend
5310018,127897,5434,5,33.00,63521.37,0.09,0.07,N,O,1997-12-11,1998-01-19,1998-01-04,DELIVER IN PERSON,AIR,bold instructions. ironic deposits among t
717188,34237,9244,3,17.00,19910.91,0.05,0.03,N,O,1997-12-12,1997-11-09,1998-01-04,NONE,MAIL,ests. unusual deposits haggl
5075425,15563,8065,3,21.00,31049.76,0.09,0.01,N,O,1997-12-24,1998-01-25,1998-01-04,DELIVER IN PERSON,MAIL,t carefully along the even re
944065,159304,4335,3,22.00,29992.60,0.00,0.05,N,O,1997-12-11,1998-01-30,1998-01-04,NONE,AIR,c waters integrate fluffily dependencies
5136036,63437,5944,6,14.00,19606.02,0.06,0.07,N,O,1997-12-16,1997-11-02,1998-01-04,NONE,RAIL,s sleep furiously. blithe
5175232,196649,4207,2,50.00,87282.00,0.01,0.06,N,O,1997-12-08,1998-01-10,1998-01-04,COLLECT COD,RAIL,excuses bo
4919621,21140,1141,1,44.00,46690.16,0.04,0.05,N,O,1997-12-27,1997-12-24,1998-01-04,NONE,AIR,uests affix against the even braids
5183424,38931,6441,3,38.00,71057.34,0.09,0.06,N,O,1997-12-13,1997-11-15,1998-01-04,TAKE BACK RETURN,MAIL,"nusual, even inst"
5031552,13128,3129,6,33.00,34356.96,0.03,0.02,N,O,1997-12-25,1998-01-16,1998-01-04,TAKE BACK RETURN,TRUCK,un. silent
5204390,110968,3480,5,2.00,3957.92,0.01,0.02,N,O,1997-12-22,1998-02-08,1998-01-04,TAKE BACK RETURN,REG AIR,deas? fluffily ironic requ
812420,116286,6287,2,23.00,29952.44,0.07,0.06,N,O,1997-12-19,1998-01-29,1998-01-04,NONE,AIR,efully silent dept
918242,182347,7384,3,5.00,7146.70,0.08,0.07,N,O,1997-12-27,1998-02-05,1998-01-04,TAKE BACK RETURN,REG AIR, to the requests! dependencies across the 
5309220,174803,4804,1,36.00,67600.80,0.08,0.01,N,O,1997-12-20,1997-11-06,1998-01-04,DELIVER IN PERSON,FOB,uests. carefully even ideas boost!
958500,30506,3010,5,40.00,57460.00,0.00,0.04,N,O,1997-12-24,1997-11-06,1998-01-04,TAKE BACK RETURN,REG AIR,nt deposits. blith
4854497,60168,5181,2,20.00,22563.20,0.00,0.07,N,O,1997-12-28,1997-11-02,1998-01-04,DELIVER IN PERSON,AIR,ly. final attainments haggle 
5031104,1452,8953,3,6.00,8120.70,0.04,0.00,N,O,1997-12-29,1998-02-03,1998-01-04,NONE,REG AIR, pinto beans. fluffily spe
5307232,19006,9007,4,25.00,23125.00,0.01,0.00,N,O,1997-12-31,1998-01-23,1998-01-04,DELIVER IN PERSON,RAIL,eas can haggle b
956449,34318,4319,1,29.00,36316.99,0.09,0.00,N,O,1997-12-29,1998-02-05,1998-01-04,DELIVER IN PERSON,SHIP,sts. fluffil
753120,57365,9871,5,42.00,55539.12,0.07,0.00,N,O,1997-12-25,1997-11-28,1998-01-04,TAKE BACK RETURN,MAIL, slyly quick packages use carefully blithe
1073541,142571,5086,2,43.00,69383.51,0.09,0.08,N,O,1997-12-11,1997-12-24,1998-01-04,TAKE BACK RETURN,AIR,ick pinto bean
4914630,14264,1768,5,26.00,30634.76,0.09,0.02,N,O,1997-12-19,1998-01-02,1998-01-04,DELIVER IN PERSON,TRUCK,accounts cajole blithely ironic 
4956418,8840,8841,1,43.00,75200.12,0.00,0.03,N,O,1997-12-14,1998-01-27,1998-01-04,TAKE BACK RETURN,RAIL, blithely even deposits. fluffily en
5119751,19812,7316,1,27.00,46758.87,0.04,0.05,N,O,1998-01-01,1997-11-22,1998-01-04,COLLECT COD,SHIP,ts. quick accounts haggle carefully. fur
620037,104636,9657,3,31.00,50859.53,0.09,0.06,N,O,1998-01-02,1997-12-19,1998-01-04,NONE,FOB,heodolites. furio
724192,169803,7352,2,32.00,59929.60,0.04,0.07,N,O,1998-01-03,1997-11-24,1998-01-04,COLLECT COD,MAIL,the carefully final depo
1102375,154628,9659,3,26.00,43748.12,0.02,0.02,N,O,1997-12-20,1998-01-08,1998-01-04,DELIVER IN PERSON,RAIL,eep busily quickly even 
696897,130452,7992,3,22.00,32613.90,0.06,0.08,N,O,1997-12-25,1997-11-01,1998-01-04,DELIVER IN PERSON,SHIP,ly deposits. courts a
5326755,40282,7795,2,1.00,1222.28,0.09,0.03,N,O,1998-01-01,1997-11-09,1998-01-04,TAKE BACK RETURN,RAIL,ckly asymptotes. grouches haggle
1036546,152861,407,3,33.00,63157.38,0.00,0.03,N,O,1997-12-26,1998-01-29,1998-01-04,NONE,MAIL,ing frays wake. slyly pending ideas 
5256576,165107,7624,2,45.00,52744.50,0.02,0.05,N,O,1997-12-11,1998-01-09,1998-01-04,TAKE BACK RETURN,REG AIR,al dependenc
4979525,14641,4642,3,35.00,54447.40,0.08,0.00,N,O,1997-12-05,1997-12-21,1998-01-04,TAKE BACK RETURN,REG AIR,ross the carefu
704484,151978,4494,4,35.00,71048.95,0.03,0.02,N,O,1998-01-02,1997-12-23,1998-01-04,COLLECT COD,SHIP,ependencies. fluffy dolp
927238,10754,8258,1,25.00,41618.75,0.08,0.03,N,O,1997-12-13,1997-11-16,1998-01-04,DELIVER IN PERSON,RAIL,nal theodolites alongside of the 
4869569,129301,9302,2,14.00,18624.20,0.08,0.04,N,O,1997-12-08,1997-11-10,1998-01-04,DELIVER IN PERSON,MAIL, dependencies. regular deposits 
5074275,183207,3208,1,22.00,28384.40,0.09,0.02,N,O,1997-12-26,1998-02-02,1998-01-04,NONE,MAIL,"s are quickly regular, final packages. slyl"
662277,125633,3170,1,20.00,33172.60,0.05,0.02,N,O,1997-12-11,1997-11-05,1998-01-04,DELIVER IN PERSON,SHIP,s the regu
1164833,164480,2029,1,5.00,7722.40,0.05,0.03,N,O,1997-12-08,1998-01-28,1998-01-04,TAKE BACK RETURN,AIR,the even dependencies-- packages cajole s
5297700,32790,300,3,32.00,55129.28,0.04,0.04,N,O,1997-12-19,1997-11-29,1998-01-04,NONE,FOB,s cajole regular
945253,180262,2781,1,36.00,48321.36,0.03,0.06,N,O,1997-12-20,1997-11-26,1998-01-04,COLLECT COD,REG AIR,deposits. ironic request
1189348,193176,734,1,16.00,20306.72,0.10,0.04,N,O,1997-12-14,1998-02-04,1998-01-04,NONE,MAIL,bold deposits cajole quickly
1029763,41167,6176,2,27.00,29920.32,0.01,0.03,N,O,1997-12-22,1998-02-07,1998-01-04,NONE,MAIL,y bold accounts detect quickly accordi
784160,94360,6870,2,3.00,4063.08,0.00,0.08,N,O,1997-12-13,1997-11-21,1998-01-04,DELIVER IN PERSON,TRUCK,ublate enticingly express asy
5313063,70542,5557,4,25.00,37813.50,0.04,0.08,N,O,1997-12-16,1997-12-07,1998-01-04,NONE,MAIL,fily even packages are orbits: re
997700,123640,1177,4,21.00,34936.44,0.06,0.07,N,O,1997-12-09,1997-09-25,1998-01-04,DELIVER IN PERSON,AIR,al notornis are fluffily theodol
661252,117331,2354,3,50.00,67416.50,0.02,0.02,N,O,1998-01-01,1997-12-13,1998-01-04,COLLECT COD,TRUCK, platelets int
5294369,146507,9022,3,3.00,4660.50,0.07,0.06,N,O,1997-12-18,1998-01-02,1998-01-04,NONE,AIR,es. blithely even excuses 
686304,121648,1649,1,40.00,66785.60,0.07,0.08,N,O,1997-12-31,1998-02-02,1998-01-04,NONE,SHIP,lithely final accounts! slyly express d
754245,96118,3646,4,6.00,6684.66,0.06,0.02,N,O,1997-12-16,1998-01-27,1998-01-04,NONE,SHIP,sly bold dugouts. quickly regular
4806565,108813,8814,4,2.00,3643.62,0.08,0.01,N,O,1997-12-13,1998-01-16,1998-01-04,DELIVER IN PERSON,TRUCK,"k deposits. final, pending pinto b"
808708,111320,6343,1,38.00,50590.16,0.03,0.04,N,O,1997-12-31,1998-02-10,1998-01-04,NONE,FOB,lyly idle foxes. reg
879845,22074,2075,7,29.00,28886.03,0.06,0.00,N,O,1997-12-13,1997-11-24,1998-01-04,COLLECT COD,AIR,"special, bold requests haggle "
644770,128590,3615,7,18.00,29134.62,0.07,0.07,N,O,1997-12-23,1997-11-05,1998-01-04,TAKE BACK RETURN,TRUCK, detect furiously above the ironi
5300195,193986,6506,2,6.00,12479.88,0.01,0.07,N,O,1997-12-27,1998-01-01,1998-01-04,COLLECT COD,REG AIR,yly regular gr
4991971,124905,7418,2,15.00,28948.50,0.06,0.05,N,O,1998-01-02,1998-01-22,1998-01-04,NONE,MAIL,engage blith
981987,25669,5670,4,42.00,66975.72,0.10,0.04,N,O,1997-12-16,1998-01-03,1998-01-04,TAKE BACK RETURN,RAIL,y. quickly even requests wake slyly. regul
4852677,160838,8387,2,11.00,20887.13,0.03,0.06,N,O,1997-12-28,1998-02-15,1998-01-04,NONE,REG AIR,ly special deposits use quickly. fur
1060418,126443,1468,2,50.00,73472.00,0.08,0.02,N,O,1997-12-17,1997-10-31,1998-01-04,COLLECT COD,RAIL,lar courts? carefully unusual pain
672775,101411,8942,3,32.00,45197.12,0.03,0.04,N,O,1997-12-21,1997-11-14,1998-01-04,NONE,AIR,ilently ironic packages maintain quickly.
5024771,91674,4184,1,14.00,23319.38,0.10,0.04,N,O,1997-12-20,1998-02-03,1998-01-04,COLLECT COD,TRUCK,st slyly c
616195,84165,9182,2,48.00,55159.68,0.03,0.00,N,O,1997-12-22,1997-12-18,1998-01-04,TAKE BACK RETURN,REG AIR,"ess, ironic packages. b"
801569,18890,3893,2,23.00,41604.47,0.01,0.08,N,O,1998-01-03,1997-11-23,1998-01-04,DELIVER IN PERSON,TRUCK, the carefully stealthy accounts integr
659395,165175,2724,5,32.00,39685.44,0.03,0.01,N,O,1997-12-29,1998-02-01,1998-01-04,COLLECT COD,TRUCK, the blithel
5178688,75411,426,3,6.00,8318.46,0.07,0.08,N,O,1997-12-25,1997-12-18,1998-01-04,COLLECT COD,SHIP,lites. packages after the dep
1177541,34647,2157,4,34.00,53775.76,0.06,0.05,N,O,1997-12-24,1997-11-29,1998-01-04,NONE,FOB,y bold excu
5028962,99492,2002,3,7.00,10440.43,0.05,0.06,N,O,1997-12-07,1997-10-24,1998-01-04,NONE,FOB,te under the deposits: deposits d
4928805,197487,2526,3,2.00,3168.96,0.02,0.03,N,O,1997-12-29,1998-02-02,1998-01-04,COLLECT COD,FOB,arefully. furiously silent requests s
1112865,177277,4829,2,19.00,25731.13,0.05,0.01,N,O,1997-12-06,1997-11-03,1998-01-04,COLLECT COD,TRUCK, forges haggle furiously 
5362689,149329,9330,1,32.00,44106.24,0.02,0.04,N,O,1997-12-19,1997-11-12,1998-01-04,NONE,SHIP,ons haggle ar
5136167,181992,9547,5,22.00,45627.78,0.05,0.00,N,O,1997-12-17,1998-02-13,1998-01-04,COLLECT COD,REG AIR,he blithely final deposits. silent 
5067974,88317,3334,3,50.00,65265.50,0.07,0.07,N,O,1997-12-21,1997-11-25,1998-01-04,TAKE BACK RETURN,AIR,. furiously final deposits boost da
675751,80424,425,4,7.00,9830.94,0.06,0.02,N,O,1997-12-27,1997-10-14,1998-01-04,DELIVER IN PERSON,AIR,y even courts are bravely carefully ironic
834087,124941,2478,3,39.00,76671.66,0.09,0.04,N,O,1998-01-02,1998-01-08,1998-01-04,NONE,AIR,s nag furiously furiously final dolph
4982117,163471,5988,4,25.00,38361.75,0.09,0.08,N,O,1997-12-28,1998-01-12,1998-01-04,NONE,AIR, foxes use according to th
1006563,41734,1735,4,44.00,73732.12,0.06,0.01,N,O,1997-12-13,1997-11-29,1998-01-04,DELIVER IN PERSON,REG AIR,ructions. final foxes boost aroun
5157701,71542,1543,4,27.00,40865.58,0.02,0.04,N,O,1997-12-29,1997-12-21,1998-01-04,DELIVER IN PERSON,AIR,ions cajole. slyl
658977,149570,7113,3,4.00,6478.28,0.09,0.03,N,O,1997-12-10,1997-12-27,1998-01-04,COLLECT COD,MAIL, slyly final packages wake slyly fur
607264,89135,4152,4,36.00,40468.68,0.05,0.02,N,O,1997-12-07,1997-10-27,1998-01-04,NONE,AIR,accounts do are. ruthlessly b
762848,97444,2463,4,6.00,8648.64,0.08,0.02,N,O,1997-12-31,1997-10-28,1998-01-04,COLLECT COD,SHIP,packages can sleep carefully ironi
866116,15104,107,3,6.00,6114.60,0.01,0.05,N,O,1997-12-08,1997-10-09,1998-01-04,NONE,SHIP,the quickly final ideas use aft
5279936,2281,7282,1,30.00,35498.40,0.05,0.08,N,O,1997-12-18,1997-12-16,1998-01-04,DELIVER IN PERSON,MAIL,ual instructions engage acco
4828705,48352,857,3,2.00,2600.70,0.06,0.08,N,O,1997-12-31,1997-12-09,1998-01-04,DELIVER IN PERSON,TRUCK, cajole carefully. fluffily silent p
902146,12007,9511,3,48.00,44112.00,0.01,0.06,N,O,1997-12-08,1997-11-30,1998-01-04,NONE,MAIL,"ow foxes. regular, express pearls eat qui"
4895394,76122,3644,1,42.00,46121.04,0.01,0.07,N,O,1997-12-09,1997-12-26,1998-01-04,TAKE BACK RETURN,FOB,thely express packages
5043328,149454,4483,3,25.00,37586.25,0.08,0.03,N,O,1998-01-02,1997-11-22,1998-01-04,DELIVER IN PERSON,AIR, the furiously final accou
5172294,91358,1359,5,34.00,45877.90,0.07,0.02,N,O,1997-12-15,1998-01-02,1998-01-04,TAKE BACK RETURN,RAIL,re furiousl
5159617,106347,3878,1,11.00,14886.74,0.06,0.08,N,O,1997-12-09,1997-11-01,1998-01-04,NONE,AIR,fluffily brave platel
960676,39304,1808,1,28.00,34812.40,0.00,0.01,N,O,1997-12-18,1998-01-25,1998-01-04,COLLECT COD,REG AIR,ts wake daringly final deposits. p
606468,151628,9174,1,45.00,75582.90,0.06,0.07,N,O,1997-12-13,1997-11-27,1998-01-04,NONE,RAIL,gs wake. slyly fina
981824,174422,1974,5,14.00,20949.88,0.03,0.01,N,O,1997-12-11,1998-02-12,1998-01-04,TAKE BACK RETURN,TRUCK,ar asymptotes haggle carefully. furio
4873223,145345,5346,1,33.00,45881.22,0.01,0.08,N,O,1997-12-19,1998-01-17,1998-01-04,TAKE BACK RETURN,AIR,ly special deposits integrate. slyly idle f
5092228,24101,1608,7,12.00,12301.20,0.04,0.05,N,O,1998-01-02,1998-03-24,1998-01-04,COLLECT COD,AIR,wake. furiously special de
4876931,138664,8665,3,32.00,54485.12,0.10,0.08,N,O,1997-12-17,1998-01-31,1998-01-04,NONE,MAIL,eans. carefully silent
936579,49334,1839,3,16.00,20533.28,0.06,0.03,N,O,1997-12-26,1997-11-23,1998-01-04,TAKE BACK RETURN,TRUCK,heodolites sleep above t
791202,8886,8887,3,37.00,66410.56,0.02,0.05,N,O,1997-12-30,1998-03-21,1998-01-04,COLLECT COD,FOB,. slowly quiet dependencies integrate 
882018,160101,5134,4,7.00,8127.70,0.04,0.03,N,O,1997-12-27,1998-01-29,1998-01-04,DELIVER IN PERSON,REG AIR,ly pending ins
692262,52017,2018,1,38.00,36822.38,0.05,0.04,N,O,1997-12-16,1998-02-05,1998-01-04,NONE,RAIL,"l, regular reque"
5176256,24543,9548,1,29.00,42558.66,0.09,0.01,N,O,1997-12-06,1997-11-06,1998-01-04,TAKE BACK RETURN,SHIP,sly ironic pinto beans w
989734,106399,3930,5,41.00,57620.99,0.00,0.00,N,O,1997-12-31,1997-11-06,1998-01-04,NONE,SHIP,y regular instructions int
5365249,187793,2830,5,2.00,3761.58,0.06,0.03,N,O,1997-12-25,1997-10-27,1998-01-04,DELIVER IN PERSON,TRUCK,accounts snooze blithely.
5035204,106461,8972,2,2.00,2934.92,0.02,0.06,N,O,1997-12-17,1998-02-28,1998-01-04,NONE,RAIL,s. quickly regular requests alongsid
5238439,95502,3030,1,42.00,62895.00,0.01,0.01,N,O,1997-12-29,1997-10-21,1998-01-04,COLLECT COD,RAIL, carefully regul
5280673,180055,2574,5,23.00,26106.15,0.06,0.01,N,O,1997-12-24,1997-12-10,1998-01-04,COLLECT COD,MAIL,sts cajole blithely alongside of 
1122310,110439,2951,2,24.00,34786.32,0.04,0.04,N,O,1997-12-19,1997-12-29,1998-01-04,DELIVER IN PERSON,SHIP,ironic accounts ab
718688,71579,9101,3,46.00,71326.22,0.03,0.03,N,O,1997-12-21,1997-11-11,1998-01-04,TAKE BACK RETURN,TRUCK,ckages cajole slyly final deposits. 
4878499,152943,2944,5,41.00,81833.54,0.01,0.03,N,O,1998-01-03,1997-11-22,1998-01-04,COLLECT COD,SHIP,ar excuses wake carefully after the sl
686210,130661,3175,1,40.00,67666.40,0.07,0.05,N,O,1998-01-02,1998-01-16,1998-01-04,DELIVER IN PERSON,RAIL,posits was slyly. f
990049,29102,4107,2,15.00,15466.50,0.10,0.07,N,O,1997-12-17,1997-10-10,1998-01-04,NONE,TRUCK,. permanently ironic deposi
4971111,101453,6474,4,4.00,5817.80,0.04,0.02,N,O,1997-12-13,1998-02-27,1998-01-04,DELIVER IN PERSON,AIR,lar deposits
5105859,7289,9790,3,45.00,53832.60,0.03,0.00,N,O,1997-12-17,1997-09-23,1998-01-04,COLLECT COD,REG AIR,. silent p
845573,58493,6009,2,13.00,18869.37,0.09,0.03,N,O,1997-12-12,1997-11-14,1998-01-04,TAKE BACK RETURN,FOB,"ctions. regular, silent deposits b"
4993510,9349,6850,3,39.00,49075.26,0.06,0.05,N,O,1997-12-16,1997-10-22,1998-01-04,DELIVER IN PERSON,FOB,"packages. unusual, pending pac"
820320,185678,5679,3,17.00,29982.39,0.10,0.06,N,O,1997-12-09,1997-09-27,1998-01-04,DELIVER IN PERSON,AIR,"ts cajole deposits. even, fi"
765959,189452,7007,3,36.00,55492.20,0.10,0.00,N,O,1997-12-24,1998-01-12,1998-01-04,DELIVER IN PERSON,FOB,quiet accounts wake along the 
1069249,7104,7105,2,11.00,11122.10,0.08,0.05,N,O,1998-01-01,1997-12-18,1998-01-04,TAKE BACK RETURN,AIR,ts are blithely acro
967013,7344,2345,3,5.00,6256.70,0.03,0.05,N,O,1997-12-15,1997-12-16,1998-01-04,COLLECT COD,RAIL," pinto beans wake final, unusual re"
5073634,152436,4952,1,27.00,40187.61,0.04,0.03,N,O,1997-12-21,1997-10-07,1998-01-04,TAKE BACK RETURN,RAIL,ts. slyly final excuses after the furi
1105346,193006,3007,4,45.00,49455.00,0.04,0.08,N,O,1997-12-31,1998-01-30,1998-01-04,NONE,REG AIR,. quickly special account
5379328,198454,3493,6,4.00,6209.80,0.01,0.00,N,O,1997-12-14,1998-01-14,1998-01-04,TAKE BACK RETURN,RAIL,ns haggle 
1056865,107943,454,7,8.00,15607.52,0.05,0.06,N,O,1997-12-06,1998-01-19,1998-01-04,NONE,MAIL, slyly blithely 
1149057,127196,4733,5,14.00,17124.66,0.00,0.01,N,O,1998-01-02,1997-12-19,1998-01-04,NONE,REG AIR,pending platelets. blithel
5330531,130084,85,4,22.00,24509.76,0.02,0.00,N,O,1997-12-24,1997-12-16,1998-01-04,TAKE BACK RETURN,TRUCK,e the blithely silent deposits. fl
5061894,160691,5724,6,16.00,28027.04,0.04,0.04,N,O,1997-12-29,1998-02-12,1998-01-04,NONE,MAIL,y special courts sleep 
720960,76845,1860,5,41.00,74695.44,0.04,0.07,N,O,1997-12-28,1997-11-26,1998-01-04,COLLECT COD,REG AIR, are slyly against the quickly express idea
4978819,27105,7106,4,21.00,21674.10,0.00,0.04,N,O,1997-12-17,1998-01-02,1998-01-04,NONE,TRUCK,nal packages are regularly even 
611431,92277,2278,1,15.00,19039.05,0.01,0.05,N,O,1997-12-15,1997-12-11,1998-01-04,DELIVER IN PERSON,SHIP, blithely special 
